"","X.1","X","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","ideo_define_num","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num","trust_social_bin","trust_pol_parties_bin","trust_fed_gov_bin","trust_prov_gov_bin","trust_media_bin","trust_your_prov_gov_bin","tradeoff_invest_green_num","tradeoff_taxes_green_num","tradeoff_cutting_for_green_num","tradeoff_debt_green_num","budget_spend_prio_health_bin","budget_spend_prio_seniors_bin","budget_spend_prio_childcare_bin","budget_spend_prio_costLiving_bin","budget_spend_prio_climateChange_bin","tradeoff_childcare_num_bin","tradeoff_childcare_higher_taxes_bin","tradeoff_childcare_by_cutting_bin","tradeoff_childcare_debt_bin","tradeoff_no_taxes_bin","tradeoff_taxes_sales_bin","tradeoff_taxes_high_income_bin","tradeoff_taxes_wealthy_bin","tradeoff_childcare_lowincome_bin","tradeoff_senior_benefits_bin","tradeoff_senior_income_bin","redis_intelligence_bin","redis_opportunity_bin","redis_reasons_rich_bin","redis_reasons_poor_bin","redis_effort_bin","redis_social_benefits_bin","redis_welfare_bin","redis_no_cheat_system_bin","gender","age","education","income","caseid","weightvec","indic_welfare_num","reciprocity_index","education_bin","age_young_bin","income_high_bin","ideo_right_bin"
"378",378,378,378,1,0,62,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H4G","divorced",0,"rented",0,1,"alone_with_children",1,1,"working_full_time",1,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.22,0.5,"The country","the_country",0,0,1,0.25,0.75,1,0.5,0,0.25,0,0,0,1,1,0.25,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,NA,0.66,NA,1,0.33,0.66,0.33,0.66,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,"Woman/Other","55+","University","Low/Mid",378,0.401168972730388,0.67,0.663333333333333,1,0,0,0
"379",379,379,379,1,1,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H1N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.9,"Their party","their_party",0,1,0,0.25,0.5,0,0.25,0,0,0,0.75,1,1,1,0,0.25,0.25,0,0.25,0.66,NA,NA,NA,NA,NA,0.66,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,0.66,0.66,0.66,0.33,1,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,"Man","55+","University","Low/Mid",379,0.147738418533287,0.67,0.776666666666667,1,0,0,1
"380",380,380,380,1,0,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G0R","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.25,0.5,0,0.75,1,0,0,0.25,0,1,1,0.5,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"No trade-off was mentioned.",0,0,0,1,NA,0.33,1,NA,0.66,NA,0.33,1,0.33,1,1,1,1,1,1,1,0.66,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,"Woman/Other","55+","University","High",380,0.14366837579993,0.67,0.89,1,0,1,0
"381",381,381,381,0,0,71,0,0,0,0,0,0,1,0,0,"educHS",0,1,NA,NA,NA,NA,"H9R","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,NA,0,1,"retired",0,"other",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.11,1,"The country","the_country",0,0,1,0.5,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0.25,0.25,0.66,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,NA,0.66,0.66,NA,0.66,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,"Woman/Other","55+","Low",NA,381,5.00007162603543,0.34,0.443333333333333,0,0,NA,0
"382",382,382,382,1,1,49,0,1,0,0,0,0,1,0,1,"educHS",0,1,"90001_to_110000","Mid",0,1,"J6X","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"self_employed",0,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.11,1,"Their party","their_party",0,1,0,0,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.33,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,1,NA,0.33,1,NA,0.33,1,0.33,0.66,1,0,0,0,0,0,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,"Man","35–54","Low","Low/Mid",382,4.70711373270785,0.67,0.776666666666667,0,0,0,0
"383",383,383,383,1,1,54,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"H2M","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"working_full_time",1,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.55,0.9,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0.25,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,1,NA,0.66,0.66,0.33,0.33,0,0,0,0,0,0,NA,NA,NA,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,"Man","35–54","Low","Low/Mid",383,4.70711373270785,0.67,0.553333333333333,0,0,0,1
"384",384,384,384,1,0,48,0,1,0,0,0,0,1,0,1,"educUniv",0,0,NA,NA,NA,NA,"g1h","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,0.66,0.33,0.66,0.33,0.33,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,"Woman/Other","35–54","University",NA,384,0.494502015671769,0.67,0.553333333333333,1,0,NA,0
"385",385,385,385,1,1,60,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J6A","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0,0,0.5,0,0.25,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,0.66,NA,NA,1,0,0.66,0.33,1,1,0,0,0,0,0,0.66,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,"Man","55+","University","High",385,0.0529087244446307,0.67,0.776666666666667,1,0,1,0
"386",386,386,386,1,0,37,0,1,0,1,0,0,0,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"V9n","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.44,0.8,"Their party","their_party",0,1,0,0.75,0.75,1,1,1,0,0,0.5,0,0.25,0,0.25,0,0.25,0.25,0.25,1,NA,NA,NA,NA,NA,1,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,1,NA,0.33,NA,0.66,0.66,1,0.66,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,"Woman/Other","35–54","Low","Low/Mid",386,5.00006762332443,0,0.44,0,0,0,0
"387",387,387,387,1,0,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J3H","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.5,0.5,0,0.75,1,0.25,0,1,1,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,0,NA,NA,0.66,0.66,NA,0.66,0.66,0.33,1,0,0,0,0,0,0,0.66,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,"Woman/Other","55+","University","Low/Mid",387,0.401168972730388,0.67,0.776666666666667,1,0,0,0
"388",388,388,388,1,1,81,0,0,0,0,0,0,1,0,0,"educUniv",0,0,"60001_to_90000","Mid",0,1,"H4N","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,1,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,0.66,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,0.66,NA,NA,0.66,0.66,0.66,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,"Man","55+","University","Low/Mid",388,0.147738418533287,0.34,0.553333333333333,1,0,0,1
"389",389,389,389,1,0,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"j3e","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.33,"No trade-off was mentioned.",0,0,0,1,0.33,NA,1,NA,NA,1,0,0.66,0.33,1,1,1,1,1,1,1,NA,NA,NA,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"Woman/Other","55+","University","Low/Mid",389,0.401168972730388,0.67,0.776666666666667,1,0,0,0
"390",390,390,390,1,0,29,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J6S","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"unemployed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.9,"Don’t know","dont_know",0,0,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0,0.25,0,0.5,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,0.33,NA,NA,1,0,0.66,0,0.66,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,"Woman/Other","18–34","University","Low/Mid",390,2.33373094762786,1,0.773333333333333,1,1,0,0
"391",391,391,391,1,0,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J8M","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.44,0.7,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0.5,0,0,0,0.25,0,0.5,0.25,0,0,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,0.66,NA,NA,1,0.33,0.66,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"Woman/Other","35–54","University","High",391,0.218076970782466,0.67,0.663333333333333,1,0,1,0
"392",392,392,392,1,1,71,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J1k","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,0,"retired",0,"separate_parents",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Themselves","themselves",1,0,0,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,0.66,NA,NA,0.66,0.66,0.66,0.66,0.33,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,"Man","55+","University","High",392,0.0529087244446307,0.34,0.443333333333333,1,0,1,0
"393",393,393,393,1,0,31,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H3L","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,1,0,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,1,NA,0.33,NA,1,0.33,1,0.33,1,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"Woman/Other","18–34","University","High",393,0.835765868226949,0.67,0.89,1,1,1,0
"394",394,394,394,0,1,37,0,1,0,0,0,0,1,0,0,"educUniv",0,0,"more_than_200000","High",0,0,"J7V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Their party","their_party",0,1,0,NA,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0,0.25,0.25,0,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.33,1,NA,NA,0.66,0.66,0.66,0.66,0.66,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,"Man","35–54","University","High",394,0.0803111630559332,0.34,0.553333333333333,1,0,1,0
"395",395,395,395,1,1,57,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G0L","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Their party","their_party",0,1,0,0.25,1,1,0.25,0,0.5,0,0.75,1,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,0.33,NA,1,NA,1,NA,0.66,0.66,0.66,0.33,0,0,0,0,0,0,NA,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,"Man","55+","University","Low/Mid",395,0.147738418533287,0.34,0.443333333333333,1,0,0,0
"396",396,396,396,1,1,35,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H4G","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.66,0.9,"Their party","their_party",0,1,0,NA,0.25,0,0.5,0,0,0,1,1,0.75,1,0.25,0.25,0.25,0.25,0.5,0.66,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,0.66,NA,NA,0.66,0.66,1,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,"Man","35–54","University","High",396,0.0803111630559332,0.67,0.776666666666667,1,0,1,1
"397",397,397,397,1,1,47,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H1V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Don’t know","dont_know",0,0,0,0.25,0.5,0,0.75,1,0.25,0,1,1,0,0,0,0.25,0.25,0,0.5,NA,NA,1,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.66,1,NA,0.33,1,0.33,0.66,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"Man","35–54","University","Low/Mid",397,0.224254966359459,0.67,0.776666666666667,1,0,0,0
"398",398,398,398,1,1,90,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J0B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.6,"The country","the_country",0,0,1,NA,1,1,0.25,0,0.75,1,0,0,0.5,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,1,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,1,NA,0.66,1,0.66,0.33,1,0,0,0,0,0,0,NA,NA,0.33,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,"Man","55+","University","Low/Mid",398,0.147738418533287,0.67,0.776666666666667,1,0,0,1
"399",399,399,399,1,0,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J9J","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.7,"Themselves","themselves",1,0,0,0.5,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,0.66,NA,0.66,1,0.66,1,1,1,1,1,1,1,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,"Woman/Other","55+","University","Low/Mid",399,0.401168972730388,0.34,0.78,1,0,0,1
"400",400,400,400,1,1,31,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"h1t","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"Themselves","themselves",1,0,0,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0.25,0.25,NA,0.66,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.33,NA,0.66,0,1,0.33,0.66,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,"Man","18–34","University","Low/Mid",400,0.859442636199199,0.67,0.776666666666667,1,1,0,0
"401",401,401,401,1,0,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G1R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,0.66,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,0.33,NA,NA,0.66,0.66,NA,0.33,0.66,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"Woman/Other","55+","University","Low/Mid",401,0.401168972730388,0.67,0.663333333333333,1,0,0,0
"402",402,402,402,1,1,55,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"H1K","married",1,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.8,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,1,0.33,NA,1,1,0.33,1,1,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Man","55+","Low","Low/Mid",402,3.10103071524348,0.67,0.89,0,0,0,1
"403",403,403,403,1,1,51,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G7J","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"working_full_time",1,"separate_parents",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"4 enfants 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.22,0.7,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.5,NA,NA,NA,NA,NA,0.66,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",0,0,0,0,NA,0.66,0.33,NA,0.33,NA,0.33,1,0.33,0.33,1,0,0,0,0,0,NA,NA,0.66,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"Man","35–54","University","Low/Mid",403,0.224254966359459,0.67,0.666666666666667,1,0,0,0
